"No.","Judul","Abstrak"
"259","Pengembangan E-Modul Interaktif berbasis Adobe Animate Mata Kuliah Analisis Desain Sistem Informasi di Prodi Pendidikan Teknik Informatika dan Komputer Fakultas Teknik Universitas Negeri Makassar","Emmi Nursyamsi, 2022. Pengembangan E-Modul Interaktif Berbasis Adobe Animate Mata Kuliah Analisis Desain Sistem Informasi Di Prodi Pendidikan Teknik Informatika Dan Komputer Fakultas Teknik Universitas Negeri Makassar. Dibimbing oleh H. Haripuddin dan Udin Sidik Sidin. Penelitian yang dilakukan di Jurusan Teknik Informatika dan komputer, Prodi Pendidikan Teknik Informatika dan Komputer Fakuktas Teknik Universitas Negeri Makassar ini bertujuan untuk mengetahui : (1) Hasil Pengembangan E-Modul interaktif berbasis Adobe Animate pada Mata Kuliah Analisis Desain Sistem Informasi di Prodi Pendidikan Teknik Informatika dan Komputer Fakultas Teknik Universitas Negeri Makassar valid, praktis, dan efektif. (2) Tanggapan mahasiswa terhadap penggunaan E-Modul interaktif berbasis Adobe Animate pada Mata Kuliah Analisis Desain Sistem Informasi di Prodi Pendidikan Teknik Informatika dan Komputer Fakultas Teknik Universitas Negeri Makassar. Jenis penelitian yang digunakan adalah Research and Development (R&D), dengan model Pengembangan Greivemeijer dan Cobb.Hasil yang diperoleh dari penelitian tersebut yaitu: (1) E-modul pembelajaran pada mata kuliah Analisis Desain Sistem Informasi memperoleh rata-rata penilaian dengan kategori valid, sangat praktis dan sangat efektif. (2) Frekuensi tanggapan mahasiswa dapat disimpulkan bahwa kecenderungan tanggapan responden berada pada kategori “Sangat Baik” karena dari 25 responden terdapat 23 responden yang lulus."
"260","Pengembangan Sistem Informasi Akademik Berbasis Web di UPT SMA Negeri 17 Bulukumba","Penelitian ini bertujuan untuk mengetahui hasil pengembangan sistem informasi akademik berbasis web di UPT SMA Negeri 17 Bulukumba, mengetahui hasil pengujian kualitas pengembangan sistem informasi akademik berbasis Web di UPT SMA Negeri 17 Bulukumba berdasarkan standar ISO 25010 dan mengetahui efektifitas dan kepraktisan hasil pengembangan sistem informasi akademik berbasis web di UPT SMA Negeri 17 Bulukumba. Penelitian ini merupakan jenis penelitian dan pengembangan (Research and Development (R&D)) dan menggunakan model pengembangan prototype. Teknik pengumpulan data menggunakan teknik wawancara, angket dan dokumentasi. Hasil pengujian sistem menggunakan standar kualitas ISO 25010, yang terdiri dari delapan karakteristik yaitu functional suitability, usability, reliability, portability, security, performance efficiency, maintainability, dan compatibility. Adapun hasil pengujian sistem menggunakan standar ISO 25010 yaitu pada pengujian functional suitability dinyatakan layak, pada pengujian usability dengan kategori sangat baik, pada pengujian reliability dengan persentase kesuksesan 100% dari ke 3 macam test yaitu click test, time test, dan ramp test, pada pengujian portability dengan hasil dapat berjalan dengan baik pada perangkat dan browser yang berbeda, pada pengujian security dengan hasil keamanan berada pada grade B, pada pengujian performance efficiency dengan hasil performance sebesar 85% structure sebesar 83% dan waktu load sebesar 1.6 seconds, pada pengujian maintainability dengan hasil telah memenuhi standar. Uji efektifitas dengan kategori sangat efektif. Uji kepraktisan dengan kategori sangat praktis pada uji coba kelompok kecil dan kategori sangat praktis pada uji coba kelompok besar."
"261","EFEKTIVITAS WEBSITE DAN KINERJA PUSTAKAWAN DALAM MENINGKATKAN MINAT MASYARAKAT MENGGUNAKAN PERPUSTAKAAN UMUM DAERAH PADA KABUPATEN BANTAENG","NURFAJRIANTI ARMIN, 2023. Efektivitas Website Dan Kinerja Pustakawan Dalam Meningkatkan Minat Masyarakat Menggunakan Perpustakaan Umum Daerah Pada Kabupaten Bantaeng. Skripsi Program Studi Pendidikan Teknik Informatika Dan Komputer. Jurusan Teknik Informatika Dan Komputer, Fakultas Teknik, Universitas Negeri Makassar. (Dibimbing Oleh Syahrul dan Dyah Vitalocca). Penelitian ini bertujuan untuk (1) Untuk mengetahui kinerja pustakawan terhadap masyarakat pengguna perpustakaan. (2) Untuk mengetahui efektivitas website perpustakaan umum Daerah Kabupaten Bantaeng. (3) Untuk mengetahui aspek yang mempengaruhi minat masyarakat menggunakan perpustakaan. penentuan ukuran sampel dalam penelitian ini menggunakan rumus Lemeshow, maka diperoleh hasil jumlah sampel minimal yang dibutuhkan dalam penelitian ini adalah 96 responden yang akan dibulatkan oleh peneliti menjadi 100 responden. Teknik pengumpulan data menggunakan kuesioner, observasi dan dokumentasi. Teknik analisis data dilakukan dengan menggunakan teknik analisis deskriptif menggunakan SPSS, teknik analisis linear berganda. website perpustakaan memiliki pengaruh yang signifikan terhadap minat masyarakat dalam menggunakan atau mengunjungi perpustakaan Daerah Kabupaten Bantaeng tapi kinerja pustakawan tidak memiliki pengaruh terhadap minat masyarakat bantaeng untuk mengunjungi dan menggunakan perpustakaan Daerah Kabupaten Bantaeng."
"262","Pengembangan Game Edukasi Pengenalan Tata Krama Untuk Membentuk Perilaku Pada Anak SDN. No. 11 Inpres Maliaya Kab. Majene Prov. Sulawesi Barat Berbasis Android","Muhammad Irsyad Nurdin. 2022. Pengembangan Game Edukasi Pengenalan Tata Krama Untuk Membentuk Perilaku Pada Anak SDN NO. 11 Inpres Maliaya Kab. Majene Prov. Sulawesi Barat. Berbasis Android. Skripsi. Program Studi Pendidikan Teknik Informatika dan Komputer. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Massikki dan Mustari S. Lamada). Penelitian ini adalah penelitian dan pengembangan yang bertujuan untuk mengetahui hasil dan kualitas serta tanggapan siswa mengenai game edukasi pengenalan tata krama berbasis android. Model pengembangan yang digunakan pada penelitian ini diadaptasi dari model pengembangan Borg and Gall dengan tahapan (1) research and information collecting; (2) planning; (3) develop preliminary form of product; (4) preliminary field testing; (5) main product revision; (6) main field resting; dan (7) final product revision. Data dikumpulkan melalui observasi, dokumentasi dan angket. Subjek penelitian adalah 30 siswa kelas 4,5, dan 6 Sekolah Dasar Negeri No. 11 Inpres Maliaya Kab. Majene Prov. Sulawesi Barat. Hasil penelitian berupa game edukasi pengenalan tata krama untuk membentuk perilaku pada anak berbasis android telah divalidasi oleh satu orang ahli materi dan dua orang ahli media yang menunjukkan kategori sangat layak digunakan. Uji coba dilakukan sebanyak tiga kali, yaitu uji coba awal dengan satusatu dan kelompok kecil. Dari ulasan tersebut menjadi revisi awal produk. Data dianalisis menggunakan teknik analisis statistik deskriptif. Berdasarkan hasil analisis statistik deskriktif diperoleh skor rata-rata uji skor rata-rata uji coba lapangan sebanyak 4,78 yang berada pada kategori sangat baik. Hal ini dapat disimpulkan bahwa game edukasi pengenalan tata krama untuk membentuk perilaku pada anak berbasis android mendapatkan hasil dan kualitas yang sangat baik melalui proses validasi oleh guru ahli materi serta dosen ahli media dan juga respon melalui respon siswa setelah memainkan game tersebut sehingga dapat dijadikan alat bantu belajar bagi siswa Sekolah Dasar Negeri No. 11 Inpres Maliaya Kab. Majene Prov. Sulawesi Barat."
"263","PERANCANGAN SINEMATOGRAFI PADA DOKUMENTASI VIDEO HASIL PENGABDIAN TERPADU LP2M UNM","Sahrul B, 2023. Perancangan Sinematografi Pada Dokumentasi Video Hasil Pengabdian Terpadu LP2M Universitas Negeri Makassar. Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar (dibimbing oleh Fathahillah dan Yasdin). Penelitian ini bertujuan untuk mengetahui bagaimana scene dalam dokumentasi Video hasil pengabdian terpadu, megetahui teknik sinematografi yang digunakan dalam dokumentasi video hasil pengabdian terpadu, dan mengetahui tanggapan responden terhadap video dokumentasi hasil penelitian terpadu. Penelitian ini menggunakan metode deskriptif kualitatif. Adapun metode pengumpulan data yaitu dengan cara observasi, dokumentasi, dan kuesiner. Analisis data yang digunakan adalah reduksi data, dan skala persentase kelayakan. Hasil penelitian ini menunjukkan bahwa : (1) Scane yang di terapkan pada media video pengabdian 2022 ini adalah scane awal menujukan menara phinisi, scane berikutnya menujukan pemberangkatan ke lokasi pengabdian, scane berikutnya menunjukkan pengabdi berada di lokasi pengbdi, dan adapun scane penutup memperlihatkan animasi logo LP2M. (2) Teknik sinematografi yang sering digunakan dalam media video pengabdian ini menggunakan angel camera objektif dan angel camera subjektif untuk pengambilan disetiap scene-scene yang ada didalam medi video pengabdian yang di buat. Low angel level, Eye level angle, High level camera, Extreme long shot, Very long shot, Medium long shot, Close up, dan Medium close up. Komposisi dalam media video pengabdian “Perancangan Sinematografi pada Dokumentasi Video Hasil Pengabdian LP2M UNM” ini juga bervariasi, namun lebih banyak menggunakan komposisi tidak formal dalam pengambilan gambar. (3) Dosen Pengabdi memberikan umpan balik positif pada media yang dihasilakn pada sejumlah kriteria video yang dibuat, termasuk dari pengambilan gamabr, tahapan-tahapan video, dan penjelasan pada video ditampilkan dengan jelas. Dan beberapa masukan untuk pembuatan media video sinematografi pengabdian di masa mendatang."
"264","Efektivitas Penggunaan Layanan Watch2gether Dalam Hubungan Long Distance Relationship (LDR) Terhadap Mahasiswa JTIK","Tujuan penelitian ini adalah untuk melihat keefektifan penggunaan layanan Watch2gather terhadap berjalannya hubungan long distance relationship (LDR) yang dialami oleh mahasiswa JTIK. Penelitian dilakukan pada 02 September sampai dengan 31 Oktober 2022. Penelitian ini menggunakan desain penelitian deskriptif kuantitatif. Data penelitian ini diperoleh dengan menggunakan instrumen angket keefektifan layanan watch2gether yang diberikan kepada mahasiswa JTIK yang sedang mengalami LDR dengan menggunakan validasi isi, sedangkan analisis data dilakukan dengan menggunakan analisis statistik deskriptif. Hasil penelitian menunjukkan bahwa keefektifan layanan watch2gether untuk membantu mahasiswa JTIK pada masa hubungan jarak jauh atau LDR ditinjau dari kualitas sistem adalah sebesar 87% dengan kriteria sangat efektif, ditinjau dari kualitas informasi adalah sebesar 87% dengan ktiteria sangat efektif, dan ditinjau dari kepuasan pengguna adalah sebesar 82% dengan kriteria efektif. Dari ketiga variabel keefektifan layanan watch2gether tersebut maka diperoleh persentase rata-rata sebesar 85% dengan kriteria sangat efektif. Sehingga dapat disimpulkan bahwa layanan watch2gether sangat efektif untuk membantu mahasiswa JTIK pada masa hubungan jarak jauh atau LDR"
"265","PENGARUH GAYA BELAJAR PREFERENSI SENSORI TERHADAP HASIL BELAJAR MAHASISWA PRODI PTIK FAKULTAS TEKNIK UNIVERSITAS NEGERI MAKASSAR","Penelitian ini bertujuan untuk mengetahui pengaruh gaya belajar preferensi sensori terhadap hasil belajar mahasiswa Prodi PTIK Fakultas Teknik Universitas Negeri Makassar. Penelitian ini menggunakan jenis penelitian deskriptif. Penentuan sampel pada penelitian ini menggunakan Quota Sampling dengan jumlah populasi sebanyak 155 mahasiswa dan sampel yang digunakan sebanyak 37 mahasiswa. Hasil penelitian menunjukkan bahwa gaya belajar preferensi sensori sangat berpengaruh terhadap hasil belajar siswa. Hal ini dibuktikan dari hasil pengujian, Hasil analisis data uji normalitas diperoleh nilai Sig. 0,200 > 0,05 hal ini menunjukkan bahwa nilai signifikansi lebih besar dari 0,05, maka dapat disimpulkan bahwa data berdistribusi normal. Hasil dasta uji heteroskedastisitas diperoleh hasil dari variabel gaya belajar preferensi sensori (X) mendapatkan hasil 0,48 ? 0,05 yang dapat disimpulkan bahwa tidak terjadi masalah heteroskedastisitas. Dari hasil uji linearitas yang ditampilkan, dapat disimpulkan bahwa nilai signifikansi (sig.) untuk linearity adalah 0,521 lebih dari 0,05. Hal ini menunjukkan bahwa terdapat hubungan linear yang signifikan antara variabel. Selain itu, nilai deviation from linearity diperoleh sebesar 0,610, yang juga lebih besar dari 0,05. Oleh karena itu, dapat disimpulkan bahwa tidak ada bukti yang cukup untuk mendukung adanya ketidakkonsistenan dalam hubungan linear antara variabel tersebut. Tahap uji hipotesis dimana dilakukan dua tahap pengujian yang dimana tahap uji-F (Simultan) dapat disimpulkan bahwa nilai signifikan 0,497 lebih besar dari nilai 0,05. Hal ini menunjukkan bahwa jika probabilitas > 0,05, maka Ha (Hipotesis alternative) ditolak dan Ho (Hipotesisi Nol) diterima, dimana secara simultan tidak terdapat pengaruh variabel X (gaya belajar) terhadap variabel Y (hasil belajar) dan untuk Uji-T (Parsial) disimpulkan bahwa nilai t-hitung 0,686 lebih besar dari nilai t-table 0,1757. Hal ini menunjukkan bahwa terdapat pengaruh secara parsial gaya belajar terhadap hasil belajar mahasiswa."
"266","PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF SISTEM PEREDARAN DARAH PADA MANUSIA BERBASIS ASSEMBLR EDU UNTUK SISWA SMAN 9 MAKASSAR","Muh. Ihza Alfarabi, 2023. Pengembangan Media Pembelajaran Interaktif Sistem Peredaran Darah pada Manusia Berbasis Assemblr Edu untuk Siswa SMAN 9 Makassar. Skripsi. Program Studi Pendidikan Teknik Informatika dan Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar. (Dibimbing oleh Hj. Dyah Darma Andayani, S.T., M.Tel.Eng. dan Dr. Syamsurijal, M.T.) Penelitian ini bertujuan untuk mengembangkan media pembelajaran interaktif Assemblr Edu pada materi sistem peredaran darah pada manusia untuk siswa SMA Negeri 9 Makassar. Penelitian ini merupakan penelitian pengembangan Research and Development (R&D) dengan menggunakan model pengembangan ADDIE. Subjek pada penelitian ini adalah siswa SMA Negeri Makassar. Instrumen Pengumpulan data dilakukan melalui uji validasi media, validasi materi, dan kuisioner. Teknik analisis data yang digunakan adalah analisis deskriptif. Hasil penilaian dan validasi ahli media dan materi, masing-masing memberikan kategori sangat valid dari ahli media yaitu 94,3% dan ahli materi 91,6%.. hasil penilaian dari peserta didik sebagai pengguna, dapat disimpulkan bahwa hasil penilaian peserta didik SMAN 9 Makassar yang mempelajari mata pelajaran IPA berada pada kategori cukup baik dengan frekuensi sebesar 16 dan persentase 42% serta persentase kepraktisan dan keefektifan media yang telah dikembangkan yaitu 67,36% dengan kriteria media “Cukup Praktis” dan “Cukup Efektif”"
"267","STUDI MEKANISME ADAPTASI PENGGUNAAN CPU PADA WSN BERBASIS RESOURCE AWARE PADA AREA EKSTREM","Wireless Sensor Network atau WSN merupakan teknologi yang memungkinkan untuk mengumpulkan, memproses dan menganalisa data serta mengirimkannya untuk membuat keputusan dalam mengambil suatu tindakan. Selain itu dapat digunakan untuk memantau keadaan pada tempat yang sulit dijangkau oleh manusia atau area ekstrem. Namun, WSN memiliki keterbatasan pada resource karena tidak dapat dilakukakan maintanance atau perawatan kembali pada resource tersebut yang diletakkan pada area ekstrem karena tidak dapat dijangkau manusia, salah satunya yaitu pada resource CPU yang memiliki peran penting sebagai processor pada WSN. Oleh karena itu, dibutuhkan suatu mekanisme adaptasi untuk memperpanjang masa pakai dari resource WSN agar penggunaan resource WSN lebih optimal saat diletakkan pada area ekstrem. Pada penelitian ini, diterapkan suatu proses adaptasi menggunakan algoritma clustering yang digunakan pada resource CPU WSN agar dapat memperpanjang masa pakai dari CPU tersebut. Dengan adanya adaptasi menggunakan algoritma clustering pada CPU WSN, digunakan data dominan sebagai data yang diproses pada CPU dan data yang diproses tidak secara keseluruhan sebagai proses adaptasi saat CPU mencapai ambang batas kritis yaitu 50%. Hasil yang diperoleh ada penggunaan CPU WSN dengan adaptasi menggunakan algoritma clustering hanya sebesar 42% penggunaan maksimum CPU. Sedangkan tanpa adaptasi, penggunaan maksimum CPU terbilng boros karena dapat mencapai 95%. Sehingga dapat disimpulkan bahwa penggunaan CPU WSN dengan adaptasi menggunakan algoritma clustering dapat meningkatkan masa pakai dari CPU karena penggunaan maksimum yang diperoleh lebih kecil daripada tanpa adanya adaptasi."
"268","IMPLEMENTASI HYBRID VIGINERE CIPHER UNTUK DATA TELECOMEND PADA APLIKASI SMART PDAM","Penelitian ini bertujuan untuk mengamankan data telecommand meteran digital pada aplikasi Smart PDAM. Metode yang diterapkan pada penelitian ini ialah hybrid vigenere cipher yang merupakan gabungan dari ekspansi RC6 dan vigenere cipher, metode ini digunakan untuk meningkatkan kualitas keamanan untuk data telecommand pada aplikasi smart PDAM. Hasil dari penelitian ini terbagi menjadi dua yaitu black box dan avalanche effect. Hasil pengujian black box memperoleh hasil fungsionalitas yang baik secara keseluruhan. Hasil pengujian avalanche effect untuk hybrid vigenere cipher menghasilkan persentase 27%. Hal ini dapat disimpulkan bahwa hybrid vegenere cipher yang dilakukan dapat mencapai avalanche effect yang tinggi, sehingga metode ini dapat dikatakan baik."
"269","Pengembangan Aplikasi Cashless Payment Menggunakan Teknologi Qr Code Berbasis Android Sebagai Sistem Pembayaran Parkir","Dewi Febrianti, 2023. Pengembangan Aplikasi Cashless Payment Menggunakan Teknologi Qr Code Berbasis Android sebagai Sistem Pembayaran Parkir. Program Studi Teknik Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Suhartono dan Hendra Jaya). Permasalahan yang terjadi pada area parkir adalah sistem pembayaran yang masih menggunakan cara manual dalam melakukan pembayaran. Selain itu penggunaan uang tunai seiring berkembangnya tekologi juga mulai tergantikan dengan metode cashless payment. Berdasarkan masalah tersebut, dilakukan pengembangan aplikasi cashless payment menggunakan teknologi qr code berbasis android seagai sistem pembayaran parkir. Penelitian ini menggunakan metode penelitian waterfall, yaitu pengembangan aplikasi dimulai dari tahap perancangan sampai dengan tahap publikasi sebagai akhir dari pengembangan. Aplikasi di bangun menggunakan bahasa pemrograman Kotlin dengan menggunakan software Android Studio. Pengujian sistem dalam penelitian ini menggunakan standar pengujian perangkat lunak ISO 25010 ditinjau dari 3 aspek. Pada aspek functional suitability terdapat 23 pertanyaan yang diujikan dan diperoleh hasil skor 1. Pada aspek performance eficiency diperoleh rata-rata penggunaan CPU sebesar 6,2% dengan maksimum 29% dan rata-rata penggunaan memory adalah 85,3 MB dengan maksimum 102,6 MB. Pada aspek portability aplikasi dapat berjalan pada 8 jenis perangkat android. Berdasarkan hasil pengujian, aplikasi memenuhi semua aspek dari standar pengujian perangkat lunak yang diujikan"
"270","ANALISA DAN IMPLEMENTASI VIRTUAL PRIVATE NETWORK MENGGUNAKAN PROTOKOL PPTP (Point-to-Point Tunneling Protocol) Pada PT. POS INDONESIA KANTOR PUSAT MAKASSAR","Yustika Sari Dirgahayu. 2023. Analisa dan Implementasi Virtual Private Network menggunakan Protokol PPTP (Point-To-Point Tunneling Protocol) pada PT Pos Indonesia Kantor Pusat Makassar. Teknik Informatikan dan Komputer. Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Mayasari Wahyuni dan Abdul Wahid). Teknologi Virtual Private Network (VPN) memungkinkan setiap orang dapat mengakses jaringan lokal dari luar. Penelitian ini bertujuan untuk mengetahui bagaimana hasil analisis dan hasil desain jaringan usulan dilihat dari kualitas waktu, keamanan dan Quality of Service (QoS) VPN menggunakan Protokol PPTP (Pointto-point Tunneling Protocol) pada PT Pos Indonesia Kantor pusat Makassar menggunakan metode Research and Developmen (R&D). Berdasarkan hasil pengujian kualitas di kantor pusat Makassar diperoleh nilai rata – rata ttl 254, time 47.922 ms, yang berada pada kategori kurang bagus sehingga proses tranfer datanya memerlukan waktu yang lebih lama. Desain jaringan usulan diperoleh nilai rata – rata ttl 62, time 2.768 ms yang berada pada kategori bagus. Keamanan jaringan antara PC yang tidak menggunakan VPN dengan PC yang menggunakan VPN kurang bagus sehingga proses transfer data menjadi lambat, sedangkan jaringan VPN usulan bagus hal ini terlihat saat dilakukan test ping yang dimana hasilnya timeout atau koneksi IP terputus, sehingga proses transfer data pada kantor yang menggunakan VPN menjadi cepat. QoS diperoleh nilai rata-rata indeks 2,75 yang dikategorikan sedang dengan presentase 50-74.75% dan jaringan usulan mendapatkan nilai rata -rata indeks 3.25 dikategorikan bagus dengan presentase 75- 94,75 %."
"271","PENGEMBANGAN SISTEM OTENTIKASI DOKUMEN DIGITAL JURUSAN TEKNIK INFORMATIKA DAN KOMPUTER FAKULTAS TEKNIK UNM BERBASIS DIGITAL SIGNATURE","ABSTRAK Iin Mahgafhira, 2023. Pengembangan Sistem Otentikasi Dokumen Digital Jurusan Teknik Informatika Dan Komputer Fakultas Teknik UNM Berbasis Digital Signature. Abdul Wahid dan Sanatang. Penelitian ini bertujuan untuk mengetahui pengembangan sistem otentikasi dokumen digital di Jurusan Teknik Infomatika dan Komputer Fakultas Teknik UNM berbasis digital signature dan hasil pengujian standar kualitas perangkat lunak menggunakan ISO25010 dengan menerapkan 3 aspek yaitu functional suitability, performa efficiency dan portability untuk Menjaga keaslian dokumen dengan menggunakan algoritma MD5 sebagai fungsi Hash menghasilkan massage digest dan algoritma RSA (Ron Rivest, Adi Shamir and Leonard Adleman) sebagai algoritma kunci public. Penelitian ini menggunakan Reseach and development (R&D) dengan model perancangan prototype. Pengujian menggunakan ISO25010 dengan menerapkan 3 aspek menghasilkan sistem yang dapat diterima dan layak untuk digunakan. Sedangkan untuk hasil pengujian algoritma RSA (Ron Rivest, Adi Shamir and Leonard Adleman) dan MD5 (Message-Digest algorithm 5) didapatkan hasil sistem otentikasi dokumen digital berbasis digital signature ini dapat memastikan keaslian dan integritas dokumen sehingga dapat mencegah pemalsuan dan manipulasi dokumen oleh orang yang tidak berhak Kata Kunci : Otentikasi, Web, Digital Signature, Massage Digest, RSA"
"272","Implementasi algoritma convolutional neural network untuk mendeteksi area kosong parkir berbasis raspberry pi","Penelitian ini bertujuan untuk mengimplementasikan algoritma convolution neural network untuk mendeteksi area kosong parkir berbasis Raspberry Pi 4 dan menggunakan metode Convolutional Neural Network (CNN) model YOLO V5. Jenis penelitian yang digunakan oleh penulis adalah Research and Development. Penelitian ini dilaksanakan di Laboratorium Embedded System selama 3 bulan. Penelitian ini terdiri dari beberapa tahapan yaitu dimulai dari tahap potensi dan masalah, analisis kebutuhan, studi literasi, membangun prototype, perancangan sistem, dan pengujian sistem. Dataset yang dikumpulkan diambil dengan menggunakan kamera smartphone dan webcame dengan total keseluruhan 645 dataset citra yang terbagi dalam dua kategori yaitu data training dan validasi. Perancangan model database dengan arsitektur YOLO V5 menghasilkan dua model yaitu best.pt dan last.pt dengan validasi 100% dan size model masing-masing sebesar 14, 054 kb. Pengujian sistem dilakukan pada dua kondisi yaitu pada siang hari dan malam hari. Hasil pengujian deteksi untuk pengamatan variasi posisi kendaraan terisi dan tidak terisi didapatkan hasil rata-rata akurasi paling tinggi pada kondisi siang hari, sebangkan untuk pengamatan mobil masuk dan keluar tempat parkir pada kondisi siang dan malam hari di dapatkan hasil persentase keberhasilan sama."
"273","iMPLEMENTASI SMART FARMING BUDIDAYA JAMUR TIRAM BERBASIS WSN MENGGUNAKAN ESP8266","Dimas Syahbani 2022. Implementasi Smart Farming Budidaya Jamur Tiram Berbasis WSN Menggunakan ESP8266. Skripsi. Program Studi Teknik Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar. (dibimbing oleh : Abdul Wahid dan Fhatiah Adiba) Teknologi Internet of Things (IoT) dapat memudahkan pekerjaan sehari-hari di berbagai bidang. Penelitian ini bertujuan untuk mengimplementasikan smart farming budidaya jamur tiram berbasis Wireless Sensor Network (WSN) dan ESP8266 menggunakan metode Research and Development. Sensor yang digunakan adalah sensor suhu dan kelembapan dengan NodeMCU ESP8266 sebagai mikrokontroler sehingga dapat memanfaatkan konsep Internet of Things (IoT). Penelitian dilaksanakan di Laboratorium Embedded System selama 3 bulan. Penelitian ini terdiri dari beberapa tahapan yaitu dimulai dari tahap potensi dan masalah, analisis kebutuhan, studi literasi, membangun prototype, perancangan sistem, dan pengujian sistem. Perancangan alat prototype dirancang dalam bentuk box prototipe. Box prototipe memiliki 2 ruang yang bertujuan menerapkan metode Wireless Sensor Network (WSN), sehingga data disetiap ruangan yang berbeda dapat diambil lalu mengirimkan data tersebut kedalam website. Pengujian dilakukan untuk mengukur perbandingan sensor suhu dan kelembapan dengan alat pengukuran manual. Hasil dari penelitian ini menunjukkan rata-rata kesalahan mutlak data suhu 0,606% dan kesalahan mutlak data kelembapan 0,627% hal tersebut menunjukkan sistem keseluruhan baik dan responsif."
"274","SMART TANDON CONTROL DAN MONITORING BERBASIS NODEMCU","Penelitian ini adalah penelitian Research and Development, mengembangkan alat ""Smart Tandon Control dan Monitoring Berbasis NodeMCU"" untuk mengatasi pemborosan air dan memantau kondisi air dalam tandon. Alat ini menggunakan sensor water flow, pH, dan turbidity yang terhubung dengan bot telegram dan LCD. Penelitian ini menerapkan model prototype yang meliputi identifikasi masalah, analisis kebutuhan, studi literatur, rancang alat, coding program, instalasi alat, dan pengujian alat. Pengujian fungsional alat menunjukkan semua komponen berfungsi dengan baik. Pengujian perbandingan pengukuran volume air masuk menggunakan sensor water flow in dan gelas ukur menghasilkan MPE sebesar 0,067, sedangkan pengukuran volume air keluar menggunakan sensor water flow out dan gelas ukur menghasilkan MPE sebesar 0,048. Pengujian perbandingan pengukuran pH menggunakan sensor pH dan pH meter menghasilkan MPE sebesar 0,067. Pengukuran tingkat kekeruhan air menggunakan sensor turbidity menunjukkan kemampuan sensor tersebut dalam mengukur kekeruhan pada berbagai sampel air. Sistem monitoring bot telegram dan LCD serta sistem otomatis pompa air berfungsi dengan baik."
"275","Sistem Monitoring Pengendali Suhu Kandang Ayam berbasis Multisensor ESP32","Fatur Rahman, 2023. Sistem Monitoring Pengendali Suhu Kandang Ayam berbasis Multisensor ESP32. Program Studi Teknik Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik.Universitas Negeri Makassar. (dibimbing oleh Satria Gunawan Zain dan Andi Baso Kaswar). Peternakan merupakan salah satu subsektor dari sektor pertanian dan merupakan penghasil pangan hewani. Indonesia merupakan daerah tropis dimana berbagai jenis komoditas peternakan dapat tumbuh dan berkembang. Peternakan berkontribusi produk daging, telur dan susu yang sebagian besar produksi daging dan telur unggas berasal dari peternakan ayam. Industri peternakan ayam di Indonesia berkembang sangat pesat, namun usaha peternakan ayam lokal belum berkembang optimal. Pengembangan ayam lokal saat ini masih pada skala usaha kecil dan diusahakan secara perorangan dengan pemeliharaan tradisional. Di Indonesia yang beriklim tropis, pada siang hari dapat mencapai 34?, suhu diatas 30? dapat menjadi faktor yang mempengaruhi ternak mengalami stres panas (heat stress). Cekaman panas atau heat stress menyebabkan gangguan terhadap pertumbuhan ayam. Peneliti merancang sebuah sistem yang digunakan untuk mencegah terjadinya stres panas pada kandang ayam yaitu dengan penerapan Internet of Things (IoT) menggunakan mikrokontroler ESP32 dan sensor DHT22 yang dapat mendeteksi suhu serta melakukan penyiraman otomatis untuk mengatur suhu pada kandang ayam serta dapat dimonitoring secara realtime melalui website. Hasil penelitian ini dari pengujian fungsional alat untuk sprayer dan selenoid valve berfungsi dengan sangat baik memperoleh nilai kelayakan sebesar 100%, untuk hasil perbandingan antara alat ukur Thermo Hygrometer dan sensor DHT22 pada sistem pengendali suhu memperoleh nilai error atau kesalahan mutlak untuk nilai rata-rata suhu yaitu 6.298% dan nilai rata-rata kelembaban adalah 4.008%. Hasil untuk pengujian sistem pengendali suhu berfungsi dengan sangat baik yang memperoleh nilai rata-rata dari penurunan suhu pada sensor 1 adalah 0.65?, pada sensor 2 0.8?, pada sensor 3 0.63?, dan pada sensor 4 0.93?. Hasil dari pengujian untuk keseluruhan sistem pengendali suhu berfungsi dengan sangat baik."
